"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"LA1777 LVS01 hydrophilic"	"LA1777 LVS02 hydrophilic"	"LA1777 LVS03 hydrophilic"	"LA1777 TRI01 hydrophilic"	"LA1777 TRI02 hydrophilic"	"LA1777 TRI03 hydrophilic"	"LA4024 LVS01 hydrophilic"	"LA4024 LVS02 hydrophilic"	"LA4024 LVS03 hydrophilic"	"LA4024 TRI01 hydrophilic"	"LA4024 TRI02 hydrophilic"	"LA4024 TRI03 hydrophilic"
"CHEBI:16283"	"C6H12N2O4S2"	"N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O"	"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1"	"L-cystine"	"239.01662"	""	""	""	"0.65"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"7139.333474037"	"6350.1795443763"	"6616.3029761573"	"94386.938920791"	"89949.2407891579"	"91266.2146353549"	"1860.882472549"	"1415.2849694854"	"2587.4150814408"	"11928.4509269654"	"13806.6464081046"	"9387.3328035192"
"CHEBI:17562"	"C9H13N3O5"	"Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1"	"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1"	"cytidine"	"242.07822"	""	""	""	"0.82"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"15079.9548776831"	"19462.8404563442"	"21107.6751022918"	"154104.431509002"	"129115.4278193"	"166146.483035287"	"68148.366433424"	"92149.4465624408"	"88158.469723222"	"114583.88410618"	"122001.673257306"	"125202.424662976"
"CHEBI:28862"	"C10H15N5O10P2"	"Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1"	"InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1"	"dGDP"	"426.02212"	""	""	""	"11.93"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"297864.786378918"	"369257.900406575"	"356290.293828675"	"594962.026983129"	"657291.179128274"	"766347.534545692"	"583746.942090515"	"685218.007097913"	"626488.000956582"	"261595.144890857"	"232885.734633562"	"268079.927457054"
"CHEBI:16192"	"C10H14N5O7P"	"Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1"	"InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1"	"dGMP"	"346.05582"	""	""	""	"7.81"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"109484.922519714"	"117423.192291204"	"183245.428600277"	"219365.989319262"	"177442.938192729"	"23209.959300541"	"19592.6251625752"	"24960.0114738409"	"43946.4202303925"	"63034.2658954597"	"58394.9460158896"
"CHEBI:16497"	"C10H16N5O13P3"	"Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1"	"InChI=1S/C10H16N5O13P3/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(26-6)2-25-30(21,22)28-31(23,24)27-29(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H,23,24)(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1"	"dGTP"	"505.98852"	""	""	""	"14.53"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"529462.091906568"	"522142.114600156"	"578795.697918789"	"1420864.16158673"	"1854717.37593148"	"1653360.24477992"	"848395.103333493"	"933190.151280643"	"898827.397275135"	"1060214.35464068"	"943257.717412809"	"921239.553364437"
"CHEBI:16108"	"C3H7O6P"	"C(CO)(COP(O)(=O)O)=O"	"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)"	"dihydroxyacetone phosphate"	"168.99072"	""	""	""	"7.53"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"9558.5731390843"	"11504.8104350795"	"12161.6023851083"	"1809.0897198615"	"2426.2483116167"	"5653.2236044723"	"13795.5158836138"	"19692.9224633335"	"16279.9043929263"	"10082.1670196857"	"8789.3171458214"	"9582.2204792976"
"CHEBI:30865"	"C5H6N2O4"	"OC(=O)C1CC(=O)NC(=O)N1"	"InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)"	"dihydroorotate"	"157.02552"	""	""	""	"3.1"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"821.2729798215"	"656.5536094574"	"682.6523433554"	"5724.390243216"	"3371.1878546552"	"4189.7965558099"	"2114.5240779363"	"3619.5686921826"	"2485.2893444958"	"3939.3973718965"	"1305.4760362843"	"2956.5193038395"
"CHEBI:16057"	"C5H12O7P2"	"CC(C)=CCOP(O)(=O)OP(O)(O)=O"	"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h3H,4H2,1-2H3,(H,9,10)(H2,6,7,8)"	"dimethylallyl diphosphate"	"244.99852"	""	""	""	"13.72"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4775.7695826629"	"4715.9130490909"	"5713.8742575017"	"12387.4396962644"	"11768.4190427198"	"11684.5869828034"	"12537.8752770224"	"15229.2767697672"	"13483.9967383315"	"12081.8695671653"	"8181.5032230126"	"12203.3694635956"
"CHEBI:16493"	"C5H11O7P"	"CC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O"	"InChI=1S/C5H11O7P/c1-3(6)5(8)4(7)2-12-13(9,10)11/h4-5,7-8H,2H2,1H3,(H2,9,10,11)/t4-,5-/m1/s1"	"1-deoxy-D-xylulose 5-phosphate"	"213.01696"	""	""	""	"7.13"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"6534.7153127969"	"5626.0567955545"	"7062.1383772255"	"3496.6276979962"	"7929.2913089495"	"6898.3143394603"	"27651.989027263"	"34099.0206871169"	"34268.1946500478"	"29139.6738708132"	"43688.4960640254"	"43034.7987033277"
"CHEBI:48153"	"C4H9O7P"	"[H]C(=O)[C@H](O)[C@H](O)COP(O)(O)=O"	"InChI=1S/C4H9O7P/c5-1-3(6)4(7)2-11-12(8,9)10/h1,3-4,6-7H,2H2,(H2,8,9,10)/t3-,4+/m0/s1"	"D-erythrose 4-phosphate"	"199.00132"	""	""	""	"6.26"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"15368.681923222"	"16385.3172530273"	"17183.3654790399"	"39083.7827338251"	"50346.0908429512"	"41760.7740734404"	"20648.2390500143"	"32228.8613422246"	"28909.0532929731"	"24307.0452547659"	"19694.0671097635"	"23508.878975304"
"CHEBI:78697"	"C6H13O9P"	""	""	"D-fructose 6-phosphate"	"259.02242"	""	""	""	"5.99"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"786196.733414463"	"871257.566242916"	"948094.672504439"	"2615116.55086256"	"3374271.78434235"	"3115608.41270541"	"1411164.43912835"	"2203989.8513639"	"1990294.73418613"	"2134559.33733567"	"1878531.68742517"	"2102220.3468464"
"CHEBI:16238"	"C27H33N9O15P2"	"Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C"	"InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1"	"flavin adenine dinucleotide oxidized (FAD)"	"784.14982"	""	""	""	"13.22"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"40672.7336397552"	"38449.8909132482"	"47530.0304450292"	"88521.7645826789"	"103292.957472608"	"91372.4134444895"	"49675.5670839343"	"67450.1724654"	"56097.544665692"	"40355.1797790035"	"29702.0522325951"	"29075.0030851072"
"CHEBI:17877"	"C27H35N9O15P2"	"Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C"	"InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1"	"flavin adenine dinucleotide reduced (FADH2)"	"786.16552"	""	""	""	"13.8"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3895.6471606233"	"2232.9339606422"	"5911.3280468665"	"8011.0813362402"	"11544.5861415421"	"9424.2923354926"	"6663.0187126839"	"6715.7026372837"	"6878.7242168623"	"3484.5069431754"	"2500.2078677537"	"2660.0180116524"
"CHEBI:78682"	"C6H14O12P2"	""	""	"fructose 1,6-bisphosphate"	"338.98882"	""	""	""	"16.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"427261.970280146"	"460335.274786845"	"456201.144701584"	"472373.486165413"	"629864.667368421"	"528093.329172932"	"455588.980028944"	"506446.286251809"	"494788.619681621"	"196929.273764015"	"153984.080790176"	"183975.462477309"
"CHEBI:17621"	"C17H21N4O9P"	"C12=NC(NC(C1=NC=3C(N2C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)=CC(=C(C3)C)C)=O)=O"	"InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)/t11-,12+,14-/m0/s1"	"flavin mononucleotide"	"455.09732"	""	""	""	"11.8"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"27044.168400077"	"19066.0328194088"	"23658.4795645512"	"18212.2804089717"	"15343.1410418682"	"18227.0661612956"	"24607.3883096259"	"30120.8871612721"	"25496.6254299001"	"7890.0583449739"	"7680.1807183019"	"9331.0491538675"
"CHEBI:16235"	"C5H5N5O"	"C12=C(N=C(NC1=O)N)NC=N2"	"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)"	"guanine"	"150.04212"	""	""	""	"0.9"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"832.717812619"	"616.5275864997"	"698.1613271987"	"9399.304130875"	"11464.3563891414"	"9842.040128429"	"898.119041982"	"3048.4816989621"	"1409.2610563095"	"1544.0487382701"	"2260.0374270672"	"1825.6459354456"
"CHEBI:4170"	"C6H13O9P"	"OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O"	"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1"	"D-glucopyranose 6-phosphate"	"259.02242"	""	""	""	"6.19"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"466256.283740295"	"381730.471488044"	"425951.27410439"	"1510166.18522789"	"1896350.26802617"	"1806900.79349563"	"521879.490810865"	"917266.31204848"	"879029.656639508"	"993928.589914091"	"1288330.73374384"	"1489579.05256946"
"CHEBI:16865"	"C4H9NO2"	"NCCCC(O)=O"	"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)"	"4-aminobutanoate"	"102.05602"	""	""	""	"0.63"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2274.0061897391"	"2281.7072570364"	"1932.9153687794"	"4024.3381915982"	"2233.0218222505"	"4128.3842931246"	"1106.6394954696"	"1935.3344214859"	"886.1707630681"	"2563.3284262848"	"1641.8909804917"	"2759.9155441831"
"CHEBI:29052"	"C3H7O6P"	"[H]C(=O)[C@H](O)COP(O)(O)=O"	"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)/t3-/m0/s1"	"D-glyceraldehyde 3-phosphate"	"168.99072"	""	""	""	"5.83"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"8654.3588621217"	"7301.5544003303"	"8868.041257347"	"20730.7282179686"	"33594.1920492189"	"27366.546619702"	"14166.41347498"	"20649.3218097943"	"19116.3361907329"	"18418.0152035028"	"18661.6963767226"	"15941.3911907396"
"CHEBI:17552"	"C10H15N5O11P2"	"Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O"	"InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1"	"GDP"	"442.01702"	""	""	""	"11.77"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"36559.4402023549"	"35954.127627724"	"35155.4313524088"	"68013.7260505905"	"71868.7921088975"	"73645.3849037025"	"73772.9524459071"	"94275.0864445988"	"88960.4043186478"	"40040.7673030187"	"38409.2369261202"	"44603.5992656749"
"CHEBI:16015"	"C5H9NO4"	"N[C@@H](CCC(O)=O)C(O)=O"	"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1"	"L-glutamate"	"146.04592"	""	""	""	"2.03"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"398736.546174894"	"401668.566883976"	"454290.425445225"	"909280.806065692"	"956868.745761767"	"989655.25647415"	"287816.47502334"	"429368.453577048"	"411231.669115132"	"385411.764478142"	"407690.712800668"	"429988.246296003"
"CHEBI:15978"	"C3H9O6P"	"OC[C@@H](O)COP(O)(O)=O"	"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1"	"sn-glycerol 3-phosphate"	"171.00642"	""	""	""	"5.5"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"44893.8507769842"	"48575.8488320478"	"54566.5843969038"	"148958.386981102"	"250568.183922253"	"187049.641310356"	"65014.9206043334"	"107971.142132098"	"93249.1811675459"	"167652.489959217"	"171946.203121543"	"186754.145307033"
"CHEBI:18050"	"C5H10N2O3"	"N[C@@H](CCC(N)=O)C(O)=O"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1"	"L-glutamine"	"145.06182"	""	""	""	"0.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"23548.0861469029"	"26298.0732729318"	"25729.2405933554"	"145072.189456422"	"124804.715620665"	"145564.012146429"	"151012.597182522"	"192506.428027657"	"205072.017789456"	"85904.4663082629"	"76911.8052981976"	"85954.0141393336"
"CHEBI:15428"	"C2H5NO2"	"NCC(O)=O"	"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)"	"glycine"	"74.02472"	""	""	""	"0.6"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2040.1771994386"	"2063.3905562465"	"2170.5015680942"	"14825.6752638847"	"7941.940829204"	"15479.0459766559"	"3813.6507409628"	"3977.2934627604"	"3200.8481166571"	"3369.6830157455"	"3032.0431810389"	"5544.5016235486"
"CHEBI:17345"	"C10H14N5O8P"	"Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O"	"InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1"	"GMP"	"362.05072"	""	""	""	"7.21"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"7141.2029814792"	"7863.4562703505"	"9029.8171535349"	"59830.053342753"	"59272.6135966672"	"67656.7464413388"	"11018.5343493258"	"15960.4802148257"	"15308.7514610799"	"23619.1465478536"	"23294.2773530871"	"23579.369671475"
"CHEBI:16856"	"C10H17N3O6S"	"N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O"	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1"	"glutathione"	"306.07652"	""	""	""	"3.74"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"550019.832574926"	"625924.205345798"	"545693.879829642"	"1060613.17441014"	"1284692.48729273"	"1165791.61640654"	"916506.739310889"	"1300523.04728036"	"1346574.13440001"	"398852.537548754"	"291181.480157059"	"351813.939126106"
"CHEBI:17858"	"C20H32N6O12S2"	"N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O"	"InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/t9-,10-,11-,12-/m0/s1"	"glutathione disulfide"	"611.14472"	""	""	""	"9.21"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"536440.043302183"	"494841.868649216"	"575162.752860802"	"1818685.90322436"	"1938076.70928996"	"2237946.66309848"	"366520.877261606"	"544226.048794391"	"456756.611390975"	"1009380.4414056"	"911453.361897498"	"998291.379572393"
"CHEBI:15996"	"C10H16N5O14P3"	"Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O"	"InChI=1S/C10H16N5O14P3/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(27-9)1-26-31(22,23)29-32(24,25)28-30(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H,24,25)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1"	"GTP"	"521.98342"	""	""	""	"14.73"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"73882.2746624419"	"88245.6603148215"	"80674.1890924897"	"158888.641244057"	"246636.850478311"	"189947.812448146"	"159431.904790733"	"165327.679720946"	"157672.162871452"	"210491.380734899"	"181178.983187118"	"185632.501933606"
"CHEBI:16750"	"C10H13N5O5"	"Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O"	"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1"	"guanosine"	"282.08442"	""	""	""	"1.28"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4222.0989806405"	"3378.4737760112"	"2550.9798418166"	"24806.844510036"	"21190.1568412368"	"26117.1837505448"	"3118.3207751667"	"4385.6380042801"	"4600.1504532953"	"27227.2333841992"	"37547.0898917161"	"31930.5480273346"
"CHEBI:15971"	"C6H9N3O2"	"N[C@@H](Cc1c[nH]cn1)C(O)=O"	"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1"	"L-histidine"	"154.06222"	""	""	""	"0.7"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"5182.1745920339"	"1816.8549505326"	"2072.8241608502"	"7818.9350692272"	"17171.5620522126"	"7915.2472436435"	"2482.8826959048"	"3983.9982009419"	"5744.360720252"	"5019.1649086081"	"5587.2319486514"	"6442.3360906503"
"CHEBI:37050"	"C25H42N7O18P3S"	"CC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12"	"InChI=1S/C25H42N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-14,18-20,24,33,36-37H,4-10H2,1-3H3,(H,27,34)(H,28,38)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/t13?,14-,18-,19-,20+,24-/m1/s1"	"3-hydroxybutyryl-coenzyme A"	"852.14471"	""	""	""	"16.5"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"637.0903966683"	"481.5620127625"	"509.71334338"	"7735.8422334349"	"6212.1235785681"	"10016.0333517123"	"1572.0794466566"	"1911.1353730531"	"1259.5005424239"	"5091.4095359182"	"4274.2465990897"	"5990.276394292"
"CHEBI:15467"	"C27H44N7O20P3S"	"C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12"	"InChI=1S/C27H44N7O20P3S/c1-26(2,21(40)24(41)30-5-4-15(35)29-6-7-58-17(38)9-27(3,42)8-16(36)37)11-51-57(48,49)54-56(46,47)50-10-14-20(53-55(43,44)45)19(39)25(52-14)34-13-33-18-22(28)31-12-32-23(18)34/h12-14,19-21,25,39-40,42H,4-11H2,1-3H3,(H,29,35)(H,30,41)(H,36,37)(H,46,47)(H,48,49)(H2,28,31,32)(H2,43,44,45)/t14-,19-,20-,21+,25-,27+/m1/s1"	"(S)-3-hydroxy-3-methylglutaryl-CoA"	"910.15022"	""	""	""	"17.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3430.353899807"	"4264.3408932765"	"3598.3338891558"	"23545.161028347"	"31634.0469186853"	"28354.4406596677"	"2292.6097014683"	"2513.9183841584"	"2118.8145758057"	"11602.3529139677"	"9292.4976544805"	"11454.7555053964"
"CHEBI:17202"	"C10H13N4O8P"	"O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O"	"InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1"	"IMP"	"347.03982"	""	""	""	"7.32"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3972.5771122007"	"4118.0128558138"	"4518.1989745375"	"4012.4415367109"	"3981.7990538363"	"6257.805862763"	"2552.2224091628"	"3231.2261539483"	"3033.840022152"	"652.3056099787"	"1114.0836680997"	"1025.9344463845"
"CHEBI:17596"	"C10H12N4O5"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12"	"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1"	"inosine"	"267.07352"	""	""	""	"1.18"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"42352.7310132353"	"38649.1419216558"	"43808.9750634509"	"199220.648332587"	"213837.914392868"	"243769.371903262"	"83233.4798239589"	"114878.103110256"	"127616.971836304"	"46562.0326015121"	"59222.8321035642"	"53571.3259425271"
"CHEBI:16584"	"C5H12O7P2"	"CC(=C)CCOP(O)(=O)OP(O)(O)=O"	"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)"	"isopentenyl diphosphate"	"244.99852"	""	""	""	"13.41"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"64.8071719478"	"125.2373655047"	"103.6858996671"	"737.8115439089"	"593.0283922137"	"986.1275712861"	"282.3233492786"	"323.291055432"	"408.272393361"	"24144.3189504883"	"23540.8827310626"	"28187.4371925813"
