"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"LA1777 LVS01 hydrophilic"	"LA1777 LVS02 hydrophilic"	"LA1777 LVS03 hydrophilic"	"LA1777 TRI01 hydrophilic"	"LA1777 TRI02 hydrophilic"	"LA1777 TRI03 hydrophilic"	"LA4024 LVS01 hydrophilic"	"LA4024 LVS02 hydrophilic"	"LA4024 LVS03 hydrophilic"	"LA4024 TRI01 hydrophilic"	"LA4024 TRI02 hydrophilic"	"LA4024 TRI03 hydrophilic"
""	""	""	""	""	"441.2513"	""	""	""	"16.36"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0.2804603414"	"0"	"5.0031758789"	"5.6307670765"	"6.9870789248"	"11.7099466614"	"10.4238311392"	"12.4476677084"	"1125.8494385729"	"1052.2962784424"	"1200.9284427315"
""	""	""	""	""	"441.2531"	""	""	""	"15.27"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0.7704555916"	"1.3581376999"	"63.237600936"	"62.0052294624"	"71.1153412224"	"0"	"0"	"0"	"2.0958691692"	"1.1838725844"	"0.6123989455"
""	""	""	""	""	"441.2555"	""	""	""	"20.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"85.0508292903"	"87.3851330359"	"78.3733000854"	"156.8323697363"	"167.5397848724"	"182.2464720647"	"70.4598758052"	"55.8816026503"	"60.0433970671"	"78.9092537941"	"71.8626234281"	"80.0311588057"
""	""	""	""	""	"441.2648"	""	""	""	"21.47"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"105.6750354465"	"143.3059079058"	"116.0672186644"	"209.8390736974"	"232.3544846442"	"269.5944420377"	"105.0188475856"	"82.2575217218"	"75.63843596"	"122.674084779"	"128.3309879496"	"134.1643390971"
""	""	""	""	""	"442.0941"	""	""	""	"7.85"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"1.1725308304"	"0"	"0"	"0"	"0"	"0"	"17.9580327985"	"4.9061188135"	"7.3773577069"
""	""	""	""	""	"442.2035"	""	""	""	"6.68"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"49.5429367735"	"51.3164117188"	"55.9761119383"	"229.4345952514"	"238.755334051"	"251.9369354822"	"4.6324324159"	"7.2563163106"	"5.0893213573"	"67.6082879925"	"56.9820693261"	"58.0687668001"
""	""	""	""	""	"443.0832"	""	""	""	"9.3"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"65.2153354324"	"67.2191048365"	"67.6159876128"	"1667.8633955188"	"2095.0393676758"	"2314.1818283196"	"107.3966505214"	"100.6856694753"	"96.8116506309"	"382.3565188284"	"448.2133285922"	"426.9632008517"
""	""	""	""	""	"443.1073"	""	""	""	"12.94"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"20.7836344342"	"26.2557850905"	"25.7765222044"	"7.361447792"	"5.0131415404"	"11.003738664"
""	""	""	""	""	"443.121"	""	""	""	"10.19"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"217.5492204208"	"234.107142273"	"268.8486719538"	"15.4770671873"	"41.2669518836"	"16.8752498196"	"81.3940799012"	"107.0826816145"	"95.5952095054"	"0"	"0"	"0"
""	""	""	""	""	"443.1337"	""	""	""	"7.89"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0.7442016114"	"0.8620324292"	"2.3701911582"	"0"	"4.5193865783"	"1.240087004"	"3.5078386839"	"4.0822727463"	"20.0027156245"	"17.7905718783"	"19.930231463"
""	""	""	""	""	"443.1421"	""	""	""	"3.18"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"6.2960890003"	"3.9474292805"	"3.7441350464"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"443.1593"	""	""	""	"11"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"128.9400373186"	"157.9525995972"	"163.3704508158"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"443.1877"	""	""	""	"14.93"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9.0482840103"	"5.2631152103"	"7.4935412063"
""	""	""	""	""	"443.1928"	""	""	""	"9.72"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"17.2772378492"	"7.9557095898"	"7.8713123168"	"21.7597961426"	"33.1851844501"	"25.2844186654"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"443.1934"	""	""	""	"7.95"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"9.5207647923"	"10.3714507913"	"9.4098247942"	"28.0014880618"	"9.4933615591"	"12.1257480822"	"0"	"0.898502187"	"0.5829463992"	"1.4585174218"	"1.2931020261"	"0.9127137499"
""	""	""	""	""	"443.1941"	""	""	""	"6.57"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"63.6165946468"	"68.1985646595"	"83.2408156958"	"292.7001752351"	"265.6717286074"	"338.1671217151"	"178.3716730375"	"318.2529005059"	"241.6473971089"	"1014.9641618713"	"1118.0483490658"	"1142.8562705045"
""	""	""	""	""	"443.265"	""	""	""	"16.21"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"52.3748896154"	"48.7711056141"	"44.9910362513"	"875.6663960622"	"1081.9018973444"	"1183.294063941"	"0"	"0"	"0"	"62.210839048"	"49.6166597887"	"54.3786899711"
""	""	""	""	""	"443.2686"	""	""	""	"17.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"10.8243953877"	"0"	"10.6518270328"	"677.6788424729"	"883.806960027"	"930.7019412966"	"0"	"0"	"0"	"2.6498000251"	"4.6041994762"	"7.1268616293"
""	""	""	""	""	"443.2688"	""	""	""	"18.24"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1.5995130179"	"1.3503533478"	"2.1316925007"	"168.3749062674"	"167.9443918673"	"198.6487445975"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"443.3031"	""	""	""	"20.72"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"17.4145917509"	"20.044846134"	"18.9909751465"	"28.4229554628"	"46.664574451"	"49.3221042748"	"23.0397981431"	"16.6593805236"	"17.4412778421"	"21.6478001543"	"21.1693757114"	"20.1401243475"
""	""	""	""	""	"443.3871"	""	""	""	"20.53"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"20.114465753"	"18.489590574"	"17.6049254553"	"47.5886036579"	"44.102427834"	"62.1384211949"	"16.4990274675"	"16.1576691999"	"18.8728384965"	"24.0930277208"	"24.5834698349"	"26.0004144395"
""	""	""	""	""	"444.109"	""	""	""	"7.77"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0.8065344456"	"1.4578504259"	"0.5787174194"	"22.7429649121"	"7.0212554753"	"15.1028522628"
""	""	""	""	""	"444.1274"	""	""	""	"6.66"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"12.0305803603"	"13.5812686509"	"12.9640226097"	"8.6030117551"	"15.5250434589"	"11.9295912578"	"9.092860422"	"13.1789217119"	"11.7953731079"	"0"	"0"	"0"
""	""	""	""	""	"444.1674"	""	""	""	"8.07"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"26.5116674165"	"31.2657104195"	"30.3573394664"	"11.813035316"	"0"	"10.648416218"	"1.9408887099"	"0.9685586744"	"1.5597464897"	"0"	"0"	"0"
""	""	""	""	""	"444.977"	""	""	""	"16.53"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1.809992889"	"3.2390201861"	"3.6036413567"	"0"	"0"	"0"	"9.1877287273"	"14.1354188215"	"7.1956805658"	"7.2904424876"	"6.6848997247"	"7.8811372593"
""	""	""	""	""	"445.0133"	""	""	""	"11.05"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"2.7274608612"	"0"	"0"	"0"	"0"	"0"	"13.8040663785"	"27.0935408902"	"26.8420910364"
""	""	""	""	""	"445.138"	""	""	""	"5.79"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"11.9095046686"	"16.1774753798"	"16.911688908"	"183.5017311842"	"116.9680143657"	"198.2868395354"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"445.1513"	""	""	""	"7.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2.6432170938"	"3.2607987215"	"2.4952789753"	"150.0289605076"	"157.8551514704"	"190.2750746648"	"7.506770784"	"11.4562934456"	"11.010894175"	"39.7933408912"	"55.2690316061"	"45.9515739875"
""	""	""	""	""	"445.1662"	""	""	""	"16.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"13.2848953475"	"15.5174811257"	"14.7177701829"
""	""	""	""	""	"445.2083"	""	""	""	"7.8"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"12.4297233795"	"9.7991567001"	"12.9845748139"	"13.6002714473"	"9.5252621443"	"14.0373061474"	"6.3708955403"	"1.8091791101"	"5.7464515421"	"1.1281486253"	"1.2462444886"	"1.8928695858"
""	""	""	""	""	"445.2091"	""	""	""	"11.98"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"2.7349337599"	"7.545780777"	"5.175762069"	"0"	"0"	"0"	"183.3195640006"	"223.1428957978"	"182.4531408535"
""	""	""	""	""	"445.2094"	""	""	""	"6.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"470.1638397723"	"515.6921604519"	"569.4000550803"	"82.4573473823"	"77.7054119827"	"80.9539208735"	"242.9179860956"	"328.7220834823"	"313.7320798661"	"89.5897952363"	"88.2141830192"	"95.2714202115"
""	""	""	""	""	"446.1324"	""	""	""	"4.41"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"20.8446818187"	"27.7993273914"	"0"	"0"	"0"	"0"	"0.9262215054"	"0"
""	""	""	""	""	"446.1527"	""	""	""	"0.53"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"939.1997529005"	"457.874863563"	"556.5757258946"	"1779.8430708118"	"2627.0335247642"	"1686.8398055098"	"812.0137562455"	"911.6781303748"	"1056.2663943654"	"1093.6464683423"	"1234.3875491931"	"1104.7157731593"
""	""	""	""	""	"446.1804"	""	""	""	"6.71"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2.9903825395"	"2.3991706746"	"3.0206099497"	"66.9092497431"	"62.1427206168"	"76.1764239548"	"52.093137915"	"70.1940478533"	"64.6115094639"	"770.4627604772"	"714.2839481661"	"886.395279558"
""	""	""	""	""	"446.1906"	""	""	""	"7.8"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.426697662"	"0"	"23.5870760517"	"7.8962797541"	"15.4093687889"
""	""	""	""	""	"447.0379"	""	""	""	"11.91"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0.5521779122"	"0"	"0"	"21.0496233417"	"27.0406521391"	"24.2626795079"
""	""	""	""	""	"447.0951"	""	""	""	"11.06"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"289.1690348301"	"279.5713482763"	"225.089231275"	"629.6079954707"	"727.6249684786"	"739.0822754767"	"77.2356124414"	"73.0024368132"	"85.9674081098"	"44.2002670687"	"18.4610443197"	"32.8574576228"
""	""	""	""	""	"447.1154"	""	""	""	"5.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"5.373436347"	"23.7932119154"	"7.2618563372"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"447.1176"	""	""	""	"7.84"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"51.8078881263"	"48.6724348219"	"54.3048979449"	"163.1790546546"	"206.1282369427"	"198.9305245249"	"0"	"0"	"0"	"16.7235299603"	"24.4149552777"	"21.5029104979"
""	""	""	""	""	"447.1509"	""	""	""	"5.05"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"5.2313453273"	"3.0166515566"	"0"	"0"	"17.180346577"	"18.9180173533"	"19.1038289556"
""	""	""	""	""	"447.1524"	""	""	""	"11.94"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"18.8509706458"	"17.600627445"	"21.8318328207"	"15.3283155054"	"16.1992180616"	"14.9605700844"	"4.5687773466"	"4.9874235338"	"5.0414150255"	"5.0482476515"	"5.7706505999"	"4.3769948443"
""	""	""	""	""	"447.1566"	""	""	""	"8.32"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1.8961391844"	"2.7938029943"	"2.3383683032"	"47.3700878315"	"30.952746169"	"37.2888263903"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"447.2239"	""	""	""	"5.81"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"7.7254203583"	"8.5219630661"	"9.9803354795"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"447.2244"	""	""	""	"13.43"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"40.6837165269"	"47.904374251"	"61.6239335188"	"3092.6652565145"	"3188.3614951"	"3214.3028230764"
""	""	""	""	""	"447.9588"	""	""	""	"2.98"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2.0730570376"	"1.7830624505"	"2.0394317125"	"0"	"0"	"0"	"18.3018144754"	"22.9262223637"	"23.9268478195"	"4.2611443417"	"9.1499790939"	"8.1121753259"
""	""	""	""	""	"448.032"	""	""	""	"2.32"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"71.4463413996"	"87.1915382822"	"86.3895690398"	"188.1894563374"	"142.9137036316"	"187.0983840828"	"214.0694779701"	"294.2714221916"	"287.8049372937"	"48.7979251436"	"8.1814435479"	"10.501688862"
""	""	""	""	""	"448.1099"	""	""	""	"6.71"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"36.2362377246"	"38.6304290809"	"39.9933270212"	"15.8081452649"	"20.3667246309"	"21.207078776"	"25.100922205"	"34.8413337674"	"34.8801387892"	"9.2758506616"	"11.2050731107"	"13.4353636168"
""	""	""	""	""	"448.1221"	""	""	""	"4.16"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"12.6951954106"	"7.8886917244"	"10.0016827415"	"66.4329026875"	"119.7794749324"	"72.4595148761"	"7.2466451421"	"9.7923157357"	"9.6217816542"	"52.5811741712"	"48.0214621508"	"53.7440897244"
""	""	""	""	""	"448.1831"	""	""	""	"6.57"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"271.8380387895"	"278.119082689"	"277.4134386762"	"35.7072493187"	"24.956609432"	"40.6261185954"	"162.5556141181"	"208.2267140169"	"212.3293306652"	"43.6734331399"	"39.3513173899"	"50.7688910326"
""	""	""	""	""	"448.2382"	""	""	""	"11.66"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"26.9085159546"	"33.6748168994"	"22.2279218194"
""	""	""	""	""	"449.0405"	""	""	""	"9.31"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"312.2031059683"	"453.3262598965"	"501.2133878273"	"894.9542167492"	"705.0244324189"	"1057.4719995484"	"309.9429129174"	"486.0016200373"	"369.5023488377"	"824.3026937066"	"707.5806120278"	"734.1686601125"
""	""	""	""	""	"449.1098"	""	""	""	"9.6"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4.9149479558"	"0"	"3.5179305454"	"6.2106885408"	"0"	"8.437969093"	"24.6002153101"	"35.8270162094"	"25.8799131976"	"92.2137275203"	"79.2702592889"	"92.844796168"
""	""	""	""	""	"449.1108"	""	""	""	"11.22"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"11.2473900222"	"11.6825933433"	"9.479052489"	"29.2866597498"	"31.6722296234"	"33.1523493717"	"1.8878179073"	"0"	"2.6360449674"	"58.4682059301"	"57.0999153655"	"74.3387328197"
""	""	""	""	""	"449.1307"	""	""	""	"2.76"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"7.0657843939"	"6.1792055379"	"8.5777273422"	"1.4528833834"	"0"	"5.1475843989"	"0"	"0"	"0"	"5.3164637413"	"8.7473651908"	"7.2398330843"
""	""	""	""	""	"449.1538"	""	""	""	"3.25"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1.7207439576"	"1.5540055613"	"1.5618334734"	"7.1610189022"	"0"	"6.8227567171"	"3.9256287725"	"4.9796312832"	"6.0928902302"	"7.6145143606"	"13.2126680365"	"11.8837632028"
""	""	""	""	""	"449.1679"	""	""	""	"12.07"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"220.4266305382"	"218.718880248"	"217.1989190012"	"15.511819653"	"19.2334655532"	"15.7025860665"	"0"	"0"	"0"	"0"	"7.7753733519"	"3.428958459"
""	""	""	""	""	"449.1803"	""	""	""	"6.32"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"59.9280267918"	"60.9557666384"	"58.9018891412"	"100.2179959663"	"44.1198268331"	"71.0682288148"	"36.0495936163"	"45.5382837055"	"44.6351308726"	"4.8611031454"	"0"	"6.8468945713"
""	""	""	""	""	"449.2025"	""	""	""	"7.89"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2.5969311323"	"0.8869371519"	"2.4457562129"	"10.429241245"	"19.4885992466"	"22.5931246478"	"5.5929981679"	"1.2165006094"	"3.4713757538"	"12.6563525875"	"15.2171416519"	"16.1381191451"
""	""	""	""	""	"449.204"	""	""	""	"10.63"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"69.2195927182"	"79.0861708238"	"79.3330270393"	"6.2267869935"	"7.2300229754"	"4.335894979"	"112.2504608331"	"118.367070089"	"121.1793670433"	"26.3658689549"	"27.509895952"	"24.1860969653"
""	""	""	""	""	"449.2416"	""	""	""	"15.08"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88.6081073097"	"96.4935361798"	"112.651584114"
""	""	""	""	""	"449.3291"	""	""	""	"20.5"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"11.1977680592"	"9.6551847516"	"4.9194236621"	"26.1727763298"	"22.5735924298"	"33.1772610657"	"8.8847059589"	"9.5307953278"	"10.2233768027"	"10.0290052533"	"7.0691161275"	"10.4268831934"
""	""	""	""	""	"450.0724"	""	""	""	"4.32"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"5.1224842141"	"8.687380606"	"10.2796259519"	"78.8301052007"	"0"	"69.7933283067"	"5.2292107501"	"8.3011505745"	"7.6564148435"	"35.8733894605"	"35.1226726192"	"39.746888869"
""	""	""	""	""	"450.1269"	""	""	""	"6.77"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"10.3142633798"	"13.6611627748"	"12.3578609415"	"54.7030868387"	"35.6452741121"	"42.9272859616"	"16.8802363483"	"26.1973218186"	"17.8704051999"	"77.4905137563"	"63.9478442125"	"80.0869224419"
""	""	""	""	""	"450.1649"	""	""	""	"7.89"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"28.4803780801"	"32.0606972791"	"28.1962759457"	"133.5066257563"	"124.3858767631"	"134.397819347"	"28.1314862275"	"33.3782425148"	"43.098277397"	"29.2223170169"	"27.7426756835"	"28.554168412"
""	""	""	""	""	"451.0552"	""	""	""	"11.53"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"27.9782772064"	"14.2851853922"	"17.7679491682"	"5.0305653335"	"7.7859109506"	"5.0894966699"	"13.7041933802"	"18.8505921454"	"21.1088778141"	"3.614431871"	"6.2730343152"	"7.6338576558"
""	""	""	""	""	"451.056"	""	""	""	"9.2"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1086.7579935239"	"1498.3375481944"	"1575.9043611069"	"2259.4929745323"	"1528.7106162623"	"2668.8147258042"	"1376.4407393901"	"1832.061776411"	"1534.3167736975"	"3954.302923118"	"3414.0361796072"	"3880.8667005222"
""	""	""	""	""	"451.0705"	""	""	""	"10.53"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"15.9035001482"	"0"	"19.2881720407"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"451.1013"	""	""	""	"6.29"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"5.0139110358"	"0.8256949983"	"0.5097479245"	"0"	"500.1190259941"	"7.3636449369"	"0.6231004353"	"5.6607790173"	"3.7448437963"	"0.7663490552"	"0"	"0"
""	""	""	""	""	"451.114"	""	""	""	"5.16"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"40.7497986806"	"3.4793435583"	"3.9954544421"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"451.1394"	""	""	""	"7.38"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"74.4719434162"	"76.5954914976"	"88.9170667576"	"247.7411442233"	"242.9375587549"	"290.3181061709"	"5.4589194258"	"6.5253709229"	"8.1731351861"	"49.3238388251"	"45.8993743717"	"47.0892140525"
""	""	""	""	""	"451.2198"	""	""	""	"10.35"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"2.0583572109"	"2.7573705155"	"0"	"0"	"1.7740045275"	"60.6132672941"	"68.0632396648"	"67.9673367402"	"3530.3027852105"	"3922.5977731146"	"3487.3373264816"
""	""	""	""	""	"451.2935"	""	""	""	"21.32"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"637.4769232886"	"766.2283246323"	"697.7231793514"	"1187.5281054275"	"1286.6742030122"	"1426.8811272499"	"553.8913147149"	"471.8355109826"	"444.517741569"	"489.4452872533"	"538.0891718969"	"477.2977895172"
""	""	""	""	""	"451.3828"	""	""	""	"21.45"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"8.2942948707"	"5.3049847211"	"3.3990676452"	"14.7161627174"	"15.1968891459"	"18.9309830056"	"0"	"6.396697192"	"4.5162537681"	"0"	"0"	"2.1256230441"
""	""	""	""	""	"452.0213"	""	""	""	"15.62"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"7.2653248794"	"36.2217300817"	"19.8464185672"	"0"	"0"	"0"	"19.3545089453"	"11.1427040324"	"9.2044503436"
""	""	""	""	""	"452.1783"	""	""	""	"8.26"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"23.2276737242"	"26.105164406"	"1.7723881215"	"0.5550252718"	"0.928654719"	"4.6229780516"	"8.0439206056"	"0.6356138249"
""	""	""	""	""	"453.0355"	""	""	""	"4.52"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"23.2485062022"	"12.8186884519"	"13.1764680256"	"0"	"0"	"0"	"0.6872966562"	"2.2400313624"	"1.8164738215"	"0"	"0"	"0"
""	""	""	""	""	"453.0814"	""	""	""	"6.26"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"5.8092514577"	"7.2409669897"	"8.3504667526"	"9.4626828244"	"14.802647354"	"16.1692769904"	"7.6359816467"	"9.3327134459"	"9.882735654"	"17.1612435589"	"17.5626574515"	"18.9444792952"
""	""	""	""	""	"453.1618"	""	""	""	"7.75"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2.0886136611"	"2.7537481794"	"4.3519260532"	"0"	"2.5078092303"	"2.7748030827"	"0"	"0"	"0"	"2.0070373853"	"0"	"0"
